Meter S/N:," ""0601B14R""",,,,,
0.0154464,95.94184113,0,0,0,,
0.015448,97.84910583,0,0,0,,
0.0154496,99.78324127,0,0,0,,
0.0154512,101.7202072,0,0,0,,
0.0154528,103.6345444,0,0,0,,
0.0154544,105.5089264,0,0,0,,
0.015456,107.2888947,0,0,0,,
0.0154576,107.3277893,0,0,0,,
0.0154592,106.2207031,0,0,0,,
0.0154608,104.8551331,0,0,0,,
0.0154624,103.3072968,0,0,0,,
0.015464,101.5916748,0,0,0,,
0.0154656,99.77988434,0,0,0,,
0.0154672,97.92954254,0,0,0,,
0.0154688,96.00371552,0,0,0,,
0.0154704,94.05826569,0,0,0,,
0.015472,92.07922363,0,0,0,,
0.0154736,90.12741089,0,0,0,,
0.0154752,88.17842102,0,0,0,,
0.0154768,86.98222351,0,0,0,,
0.0154784,87.54071808,0,0,0,,
0.01548,88.79242706,0,0,0,,
0.0154816,90.37651062,0,0,0,,
0.0154832,92.16620636,0,0,0,,
0.0154848,94.01282501,0,0,0,,
0.0154864,95.9352951,0,0,0,,
0.015488,97.86607361,0,0,0,,
0.0154896,99.78394318,0,0,0,,
0.0154912,101.7232132,0,0,0,,
0.0154928,103.6350708,0,0,0,,
0.0154944,105.5250092,0,0,0,,
0.015496,107.2979126,0,0,0,,
0.0154976,107.3316803,0,0,0,,
0.0154992,106.2166367,0,0,0,,
0.0155008,104.8634415,0,0,0,,
0.0155024,103.3111877,0,0,0,,
0.015504,101.6010437,0,0,0,,
0.0155056,99.79190063,0,0,0,,
0.0155072,97.92848206,0,0,0,,
0.0155088,95.99893951,0,0,0,,
0.0155104,94.06285858,0,0,0,,
0.015512,92.09248352,0,0,0,,
0.0155136,90.12687683,0,0,0,,
0.0155152,88.1888504,0,0,0,,
0.0155168,86.98434448,0,0,0,,
0.0155184,87.54920959,0,0,0,,
0.01552,88.77386475,0,0,0,,
0.0155216,90.37969208,0,0,0,,
0.0155232,92.17327881,0,0,0,,
0.0155248,94.04341125,0,0,0,,
0.0155264,95.9439621,0,0,0,,
0.015528,97.86271667,0,0,0,,
0.0155296,99.80463409,0,0,0,,
0.0155312,101.7180862,0,0,0,,
0.0155328,103.6306534,0,0,0,,
0.0155344,105.5106888,0,0,0,,
0.015536,107.3162994,0,0,0,,
0.0155376,107.3408737,0,0,0,,
0.0155392,106.2141571,0,0,0,,
0.0155408,104.8705139,0,0,0,,
0.0155424,103.3041153,0,0,0,,
0.015544,101.6036987,0,0,0,,
0.0155456,99.79243469,0,0,0,,
0.0155472,97.91999817,0,0,0,,
0.0155488,96.02510834,0,0,0,,
0.0155504,94.07152557,0,0,0,,
0.015552,92.09796906,0,0,0,,
0.0155536,90.1215744,0,0,0,,
0.0155552,88.18867493,0,0,0,,
0.0155568,86.99866486,0,0,0,,
0.0155584,87.55433655,0,0,0,,
0.01556,88.79614258,0,0,0,,
0.0155616,90.39048004,0,0,0,,
0.0155632,92.17151642,0,0,0,,
0.0155648,94.02856445,0,0,0,,
0.0155664,95.95156097,0,0,0,,
0.015568,97.8699646,0,0,0,,
0.0155696,99.81099701,0,0,0,,
0.0155712,101.7194977,0,0,0,,
0.0155728,103.6419678,0,0,0,,
0.0155744,105.5281906,0,0,0,,
0.015576,107.3147049,0,0,0,,
0.0155776,107.3260193,0,0,0,,
0.0155792,106.2254715,0,0,0,,
0.0155808,104.8759995,0,0,0,,
0.0155824,103.3083572,0,0,0,,
0.015584,101.6199646,0,0,0,,
0.0155856,99.79455566,0,0,0,,
0.0155872,97.92618561,0,0,0,,
0.0155888,96.00778198,0,0,0,,
0.0155904,94.07116699,0,0,0,,
0.015592,92.11087036,0,0,0,,
0.0155936,90.13500977,0,0,0,,
0.0155952,88.19397736,0,0,0,,
0.0155968,87.01228333,0,0,0,,
0.0155984,87.5500946,0,0,0,,
0.0156,88.82725525,0,0,0,,
0.0156016,90.41116333,0,0,0,,
0.0156032,92.1838913,0,0,0,,
0.0156048,94.06374359,0,0,0,,
0.0156064,95.96923828,0,0,0,,
0.015608,97.87898254,0,0,0,,
0.0156096,99.80374908,0,0,0,,
0.0156112,101.7255096,0,0,0,,
0.0156128,103.6400223,0,0,0,,
0.0156144,105.5299606,0,0,0,,
0.015616,107.3191299,0,0,0,,
0.0156176,107.3449402,0,0,0,,
0.0156192,106.2192841,0,0,0,,
0.0156208,104.8736954,0,0,0,,
0.0156224,103.3023453,0,0,0,,
0.015624,101.6074142,0,0,0,,
0.0156256,99.79207611,0,0,0,,
0.0156272,97.91292572,0,0,0,,
0.0156288,96.00990295,0,0,0,,
0.0156304,94.09786224,0,0,0,,
0.015632,92.0900116,0,0,0,,
0.0156336,90.13607025,0,0,0,,
0.0156352,88.17736053,0,0,0,,
0.0156368,87.00485229,0,0,0,,
0.0156384,87.56282043,0,0,0,,
0.01564,88.7883606,0,0,0,,
0.0156416,90.39896393,0,0,0,,
0.0156432,92.1697464,0,0,0,,
0.0156448,94.04447174,0,0,0,,
0.0156464,95.94731903,0,0,0,,
0.015648,97.86094666,0,0,0,,
0.0156496,99.80958557,0,0,0,,
0.0156512,101.7315216,0,0,0,,
0.0156528,103.6389618,0,0,0,,
0.0156544,105.5561295,0,0,0,,
0.015656,107.3173599,0,0,0,,
0.0156576,107.3338013,0,0,0,,
0.0156592,106.22229,0,0,0,,
0.0156608,104.8574371,0,0,0,,
0.0156624,103.2958069,0,0,0,,
0.015664,101.5884933,0,0,0,,
0.0156656,99.78642273,0,0,0,,
0.0156672,97.92353058,0,0,0,,
0.0156688,95.99876404,0,0,0,,
0.0156704,94.04518127,0,0,0,,
0.015672,92.10839844,0,0,0,,
0.0156736,90.12687683,0,0,0,,
0.0156752,88.17046356,0,0,0,,
0.0156768,86.99619293,0,0,0,,
0.0156784,87.54655457,0,0,0,,
0.01568,88.79260254,0,0,0,,
0.0156816,90.40674591,0,0,0,,
0.0156832,92.15683746,0,0,0,,
0.0156848,94.05013275,0,0,0,,
0.0156864,95.95722198,0,0,0,,
0.015688,97.87880707,0,0,0,,
0.0156896,99.79579163,0,0,0,,
0.0156912,101.7202072,0,0,0,,
0.0156928,103.6294174,0,0,0,,
0.0156944,105.5283737,0,0,0,,
0.015696,107.2945557,0,0,0,,
0.0156976,107.3286743,0,0,0,,
0.0156992,106.2125702,0,0,0,,
0.0157008,104.8622055,0,0,0,,
0.0157024,103.3177261,0,0,0,,
0.015704,101.6059952,0,0,0,,
0.0157056,99.79296112,0,0,0,,
0.0157072,97.93113708,0,0,0,,
0.0157088,96.01750946,0,0,0,,
0.0157104,94.06215668,0,0,0,,
0.015712,92.1115799,0,0,0,,
0.0157136,90.14402771,0,0,0,,
0.0157152,88.19945526,0,0,0,,
0.0157168,87.01263428,0,0,0,,
0.0157184,87.55821991,0,0,0,,
0.01572,88.80622101,0,0,0,,
0.0157216,90.40214539,0,0,0,,
0.0157232,92.17752075,0,0,0,,
0.0157248,94.05348969,0,0,0,,
0.0157264,95.94572449,0,0,0,,
0.015728,97.87509155,0,0,0,,
0.0157296,99.80870056,0,0,0,,
0.0157312,101.7253342,0,0,0,,
0.0157328,103.6546936,0,0,0,,
0.0157344,105.542511,0,0,0,,
0.015736,107.304451,0,0,0,,
0.0157376,107.3295593,0,0,0,,
0.0157392,106.22229,0,0,0,,
0.0157408,104.874054,0,0,0,,
0.0157424,103.3145447,0,0,0,,
0.015744,101.5959167,0,0,0,,
0.0157456,99.78942871,0,0,0,,
0.0157472,97.91699219,0,0,0,,
0.0157488,96.01255798,0,0,0,,
0.0157504,94.07594299,0,0,0,,
0.015752,92.10362244,0,0,0,,
0.0157536,90.14420319,0,0,0,,
0.0157552,88.19804382,0,0,0,,
0.0157568,87.01564026,0,0,0,,
0.0157584,87.56052399,0,0,0,,
0.01576,88.810112,0,0,0,,
0.0157616,90.40975189,0,0,0,,
0.0157632,92.18247223,0,0,0,,
0.0157648,94.04853821,0,0,0,,
0.0157664,95.96517181,0,0,0,,
0.015768,97.86395264,0,0,0,,
0.0157696,99.85643005,0,0,0,,
0.0157712,101.736824,0,0,0,,
0.0157728,103.6478043,0,0,0,,
0.0157744,105.5513535,0,0,0,,
0.015776,107.3292084,0,0,0,,
0.0157776,107.3668594,0,0,0,,
0.0157792,106.2307739,0,0,0,,
0.0157808,104.862381,0,0,0,,
0.0157824,103.3125992,0,0,0,,
0.015784,101.6104126,0,0,0,,
0.0157856,99.78288269,0,0,0,,
0.0157872,97.94775391,0,0,0,,
0.0157888,96.01061249,0,0,0,,
0.0157904,94.07700348,0,0,0,,
0.015792,92.097435,0,0,0,,
0.0157936,90.15287018,0,0,0,,
0.0157952,88.20864868,0,0,0,,
0.0157968,87.02854919,0,0,0,,
0.0157984,87.56264496,0,0,0,,
0.0158,88.81682587,0,0,0,,
0.0158016,90.41310883,0,0,0,,
0.0158032,92.19432068,0,0,0,,
0.0158048,94.06904602,0,0,0,,
0.0158064,95.97135925,0,0,0,,
0.015808,97.89488983,0,0,0,,
0.0158096,99.81046295,0,0,0,,
0.0158112,101.7647552,0,0,0,,
0.0158128,103.6617661,0,0,0,,
0.0158144,105.5623169,0,0,0,,
0.015816,107.3233719,0,0,0,,
0.0158176,107.4260864,0,0,0,,
0.0158192,106.2580032,0,0,0,,
0.0158208,104.9217834,0,0,0,,
0.0158224,103.3631592,0,0,0,,
0.015824,101.627037,0,0,0,,
0.0158256,99.83998871,0,0,0,,
0.0158272,97.97286224,0,0,0,,
0.0158288,96.07514191,0,0,0,,
0.0158304,94.11024475,0,0,0,,
0.015832,92.15419006,0,0,0,,
0.0158336,90.21121216,0,0,0,,
0.0158352,88.26663971,0,0,0,,
0.0158368,87.06425476,0,0,0,,
0.0158384,87.60878754,0,0,0,,
0.01584,88.85466003,0,0,0,,
0.0158416,90.46279144,0,0,0,,
0.0158432,92.23126984,0,0,0,,
0.0158448,94.11554718,0,0,0,,
0.0158464,96.00778198,0,0,0,,
0.015848,97.93308258,0,0,0,,
0.0158496,99.86367798,0,0,0,,
0.0158512,101.7817307,0,0,0,,
0.0158528,103.7063217,0,0,0,,
0.0158544,105.5891876,0,0,0,,
0.015856,107.3582001,0,0,0,,
0.0158576,107.4110641,0,0,0,,
0.0158592,106.2801056,0,0,0,,
0.0158608,104.928154,0,0,0,,
0.0158624,103.3615723,0,0,0,,
0.015864,101.6756516,0,0,0,,
0.0158656,99.86403656,0,0,0,,
0.0158672,97.99973297,0,0,0,,
0.0158688,96.07373047,0,0,0,,
0.0158704,94.12792206,0,0,0,,
0.015872,92.17292786,0,0,0,,
0.0158736,90.20502472,0,0,0,,
0.0158752,88.26363373,0,0,0,,
0.0158768,87.07009125,0,0,0,,
0.0158784,87.61585999,0,0,0,,
0.01588,88.88259125,0,0,0,,
0.0158816,90.46154785,0,0,0,,
0.0158832,92.24399567,0,0,0,,
0.0158848,94.12084961,0,0,0,,
0.0158864,96.03536224,0,0,0,,
0.015888,97.94174194,0,0,0,,
0.0158896,99.88383484,0,0,0,,
0.0158912,101.7958755,0,0,0,,
0.0158928,103.7093277,0,0,0,,
0.0158944,105.6075745,0,0,0,,
0.015896,107.3730469,0,0,0,,
0.0158976,107.4082336,0,0,0,,
0.0158992,106.2703781,0,0,0,,
0.0159008,104.9366379,0,0,0,,
0.0159024,103.383316,0,0,0,,
0.015904,101.6763611,0,0,0,,
0.0159056,99.85873413,0,0,0,,
0.0159072,97.98876953,0,0,0,,
0.0159088,96.05728149,0,0,0,,
0.0159104,94.16664124,0,0,0,,
0.015912,92.17292786,0,0,0,,
0.0159136,90.2013092,0,0,0,,
0.0159152,88.28237915,0,0,0,,
0.0159168,87.06744385,0,0,0,,
0.0159184,87.62858582,0,0,0,,
0.01592,88.89320374,0,0,0,,
0.0159216,90.48294067,0,0,0,,
0.0159232,92.26062012,0,0,0,,
0.0159248,94.14330292,0,0,0,,
0.0159264,96.04650116,0,0,0,,
0.015928,97.94704437,0,0,0,,
0.0159296,99.8776474,0,0,0,,
0.0159312,101.802063,0,0,0,,
0.0159328,103.7171021,0,0,0,,
0.0159344,105.5999756,0,0,0,,
0.015936,107.3691635,0,0,0,,
0.0159376,107.3916168,0,0,0,,
0.0159392,106.2868195,0,0,0,,
0.0159408,104.9270935,0,0,0,,
0.0159424,103.3698807,0,0,0,,
0.015944,101.6572647,0,0,0,,
0.0159456,99.870224,0,0,0,,
0.0159472,97.99053955,0,0,0,,
0.0159488,96.07302094,0,0,0,,
0.0159504,94.12969208,0,0,0,,
0.015952,92.16744995,0,0,0,,
0.0159536,90.20909119,0,0,0,,
0.0159552,88.26168823,0,0,0,,
0.0159568,87.09289551,0,0,0,,
0.0159584,87.62363434,0,0,0,,
0.01596,88.8802948,0,0,0,,
0.0159616,90.47763824,0,0,0,,
0.0159632,92.26856995,0,0,0,,
0.0159648,94.12173462,0,0,0,,
0.0159664,96.03041077,0,0,0,,
0.015968,97.93891144,0,0,0,,
0.0159696,99.87340546,0,0,0,,
0.0159712,101.7909241,0,0,0,,
0.0159728,103.7114487,0,0,0,,
0.0159744,105.5967865,0,0,0,,
0.015976,107.3785324,0,0,0,,
0.0159776,107.4054031,0,0,0,,
0.0159792,106.2864685,0,0,0,,
0.0159808,104.9270935,0,0,0,,
0.0159824,103.3649292,0,0,0,,
0.015984,101.6586838,0,0,0,,
0.0159856,99.85466766,0,0,0,,
0.0159872,97.98399353,0,0,0,,
0.0159888,96.0816803,0,0,0,,
0.0159904,94.13393402,0,0,0,,
0.015992,92.18000031,0,0,0,,
0.0159936,90.20413971,0,0,0,,
0.0159952,88.2650528,0,0,0,,
0.0159968,87.07115173,0,0,0,,
0.0159984,87.65351868,0,0,0,,
0.016,88.89355469,0,0,0,,
0.0160016,90.48099518,0,0,0,,
0.0160032,92.24541473,0,0,0,,
0.0160048,94.15249634,0,0,0,,
0.0160064,96.02528381,0,0,0,,
0.016008,97.95465088,0,0,0,,
0.0160096,99.87888336,0,0,0,,
0.0160112,101.8022385,0,0,0,,
0.0160128,103.7107391,0,0,0,,
0.0160144,105.6066895,0,0,0,,
0.016016,107.3769379,0,0,0,,
0.0160176,107.3983307,0,0,0,,
0.0160192,106.2749786,0,0,0,,
0.0160208,104.925499,0,0,0,,
0.0160224,103.3672256,0,0,0,,
0.016024,101.6528473,0,0,0,,
0.0160256,99.83751678,0,0,0,,
0.0160272,97.95659637,0,0,0,,
0.0160288,96.07160187,0,0,0,,
0.0160304,94.13269043,0,0,0,,
0.016032,92.1725769,0,0,0,,
0.0160336,90.2032547,0,0,0,,
0.0160352,88.24595642,0,0,0,,
0.0160368,87.08388519,0,0,0,,
0.0160384,87.64149475,0,0,0,,
0.01604,88.88277435,0,0,0,,
0.0160416,90.45076752,0,0,0,,
0.0160432,92.23905182,0,0,0,,
0.0160448,94.10475922,0,0,0,,
0.0160464,96.02298737,0,0,0,,
0.016048,97.93202209,0,0,0,,
0.0160496,99.85006714,0,0,0,,
0.0160512,101.8094864,0,0,0,,
0.0160528,103.6888199,0,0,0,,
0.0160544,105.604393,0,0,0,,
0.016056,107.3629761,0,0,0,,
0.0160576,107.3969193,0,0,0,,
0.0160592,106.2691422,0,0,0,,
0.0160608,104.9179001,0,0,0,,
0.0160624,103.3652802,0,0,0,,
0.016064,101.624382,0,0,0,,
0.0160656,99.8364563,0,0,0,,
0.0160672,97.9693222,0,0,0,,
0.0160688,96.05922699,0,0,0,,
0.0160704,94.09786224,0,0,0,,
0.016072,92.13438416,0,0,0,,
0.0160736,90.17974091,0,0,0,,
0.0160752,88.23570251,0,0,0,,
0.0160768,87.05806732,0,0,0,,
0.0160784,87.61125946,0,0,0,,
0.01608,88.85713959,0,0,0,,
0.0160816,90.45147705,0,0,0,,
0.0160832,92.23799133,0,0,0,,
0.0160848,94.09344482,0,0,0,,
0.0160864,96.0121994,0,0,0,,
0.016088,97.92618561,0,0,0,,
0.0160896,99.8493576,0,0,0,,
0.0160912,101.7667007,0,0,0,,
0.0160928,103.6904068,0,0,0,,
0.0160944,105.5860062,0,0,0,,
0.016096,107.3325653,0,0,0,,
0.0160976,107.4358139,0,0,0,,
0.0160992,106.2348404,0,0,0,,
0.0161008,104.8982697,0,0,0,,
0.0161024,103.3380585,0,0,0,,
0.016104,101.6376419,0,0,0,,
0.0161056,99.83433533,0,0,0,,
0.0161072,97.96525574,0,0,0,,
0.0161088,96.04773712,0,0,0,,
0.0161104,94.10140228,0,0,0,,
0.016112,92.1312027,0,0,0,,
0.0161136,90.18132782,0,0,0,,
0.0161152,88.22845459,0,0,0,,
0.0161168,87.05700684,0,0,0,,
0.0161184,87.59959412,0,0,0,,
0.01612,88.83538818,0,0,0,,
0.0161216,90.44016266,0,0,0,,
0.0161232,92.22437286,0,0,0,,
0.0161248,94.10228729,0,0,0,,
0.0161264,96.01325989,0,0,0,,
0.016128,97.90691376,0,0,0,,
0.0161296,99.85095215,0,0,0,,
0.0161312,101.7735977,0,0,0,,
0.0161328,103.6863403,0,0,0,,
0.0161344,105.5736313,0,0,0,,
0.016136,107.3488312,0,0,0,,
0.0161376,107.3700409,0,0,0,,
0.0161392,106.2341385,0,0,0,,
0.0161408,104.8968582,0,0,0,,
0.0161424,103.3216171,0,0,0,,
0.016144,101.6082916,0,0,0,,
0.0161456,99.80976105,0,0,0,,
0.0161472,97.95323181,0,0,0,,
0.0161488,96.04756165,0,0,0,,
0.0161504,94.08319092,0,0,0,,
0.016152,92.12501526,0,0,0,,
0.0161536,90.15605164,0,0,0,,
0.0161552,88.22155762,0,0,0,,
0.0161568,87.02907562,0,0,0,,
0.0161584,87.58456421,0,0,0,,
0.01616,88.83026123,0,0,0,,
0.0161616,90.42690277,0,0,0,,
0.0161632,92.21323395,0,0,0,,
0.0161648,94.09751129,0,0,0,,
0.0161664,96.00548553,0,0,0,,
0.016168,97.89648438,0,0,0,,
0.0161696,99.85378265,0,0,0,,
0.0161712,101.7707672,0,0,0,,
0.0161728,103.6790924,0,0,0,,
0.0161744,105.5690308,0,0,0,,
0.016176,107.3316803,0,0,0,,
0.0161776,107.3431702,0,0,0,,
0.0161792,106.2328949,0,0,0,,
0.0161808,104.8828888,0,0,0,,
0.0161824,103.3159561,0,0,0,,
0.016184,101.6021042,0,0,0,,
0.0161856,99.79579163,0,0,0,,
0.0161872,97.94651794,0,0,0,,
0.0161888,96.01025391,0,0,0,,
0.0161904,94.05030823,0,0,0,,
0.016192,92.15931702,0,0,0,,
0.0161936,90.14968109,0,0,0,,
0.0161952,88.20158386,0,0,0,,
0.0161968,87.01652527,0,0,0,,
0.0161984,87.56547546,0,0,0,,
0.0162,88.83097076,0,0,0,,
0.0162016,90.42866516,0,0,0,,
0.0162032,92.20333862,0,0,0,,
0.0162048,94.08602142,0,0,0,,
0.0162064,95.98939514,0,0,0,,
0.016208,97.89453888,0,0,0,,
0.0162096,99.84122467,0,0,0,,
0.0162112,101.7585678,0,0,0,,
0.0162128,103.6615906,0,0,0,,
0.0162144,105.5522385,0,0,0,,
0.016216,107.3454666,0,0,0,,
0.0162176,107.35466,0,0,0,,
0.0162192,106.2194595,0,0,0,,
0.0162208,104.8813019,0,0,0,,
0.0162224,103.2989883,0,0,0,,
0.016224,101.6024628,0,0,0,,
0.0162256,99.80197906,0,0,0,,
0.0162272,97.92883301,0,0,0,,
0.0162288,95.99664307,0,0,0,,
0.0162304,94.0955658,0,0,0,,
0.016232,92.10309601,0,0,0,,
0.0162336,90.15958405,0,0,0,,
0.0162352,88.19981384,0,0,0,,
0.0162368,87.04869843,0,0,0,,
0.0162384,87.55910492,0,0,0,,
0.01624,88.84989166,0,0,0,,
0.0162416,90.41540527,0,0,0,,
0.0162432,92.2061615,0,0,0,,
0.0162448,94.08000946,0,0,0,,
0.0162464,95.98002625,0,0,0,,
0.016248,97.90019226,0,0,0,,
0.0162496,99.82125092,0,0,0,,
0.0162512,101.7416,0,0,0,,
0.0162528,103.6730804,0,0,0,,
0.0162544,105.5607224,0,0,0,,
0.016256,107.3359222,0,0,0,,
0.0162576,107.3845444,0,0,0,,
0.0162592,106.2640152,0,0,0,,
0.0162608,104.9232025,0,0,0,,
0.0162624,103.3498993,0,0,0,,
0.016264,101.6180191,0,0,0,,
0.0162656,99.82408142,0,0,0,,
0.0162672,97.96525574,0,0,0,,
0.0162688,96.04756165,0,0,0,,
0.0162704,94.09609985,0,0,0,,
0.016272,92.13314819,0,0,0,,
0.0162736,90.17708588,0,0,0,,
0.0162752,88.24065399,0,0,0,,
0.0162768,87.06549835,0,0,0,,
0.0162784,87.61055756,0,0,0,,
0.01628,88.85784149,0,0,0,,
0.0162816,90.45483398,0,0,0,,
0.0162832,92.23268127,0,0,0,,
0.0162848,94.15408325,0,0,0,,
0.0162864,96.01609039,0,0,0,,
0.016288,97.92583466,0,0,0,,
0.0162896,99.85943604,0,0,0,,
0.0162912,101.7771301,0,0,0,,
0.0162928,103.7070313,0,0,0,,
0.0162944,105.5798187,0,0,0,,
0.016296,107.3806534,0,0,0,,
0.0162976,107.3976212,0,0,0,,
0.0162992,106.288414,0,0,0,,
0.0163008,104.9065857,0,0,0,,
0.0163024,103.3605118,0,0,0,,
0.016304,101.6185455,0,0,0,,
0.0163056,99.83751678,0,0,0,,
0.0163072,97.97303772,0,0,0,,
0.0163088,96.05993652,0,0,0,,
0.0163104,94.11289215,0,0,0,,
0.016312,92.12784576,0,0,0,,
0.0163136,90.1862793,0,0,0,,
0.0163152,88.24295044,0,0,0,,
0.0163168,87.0536499,0,0,0,,
0.0163184,87.60790253,0,0,0,,
0.01632,88.85430908,0,0,0,,
0.0163216,90.45695496,0,0,0,,
0.0163232,92.23692322,0,0,0,,
0.0163248,94.09822083,0,0,0,,
0.0163264,96.00601196,0,0,0,,
0.016328,97.92583466,0,0,0,,
0.0163296,99.870224,0,0,0,,
0.0163312,101.800827,0,0,0,,
0.0163328,103.7026062,0,0,0,,
0.0163344,105.5904236,0,0,0,,
0.016336,107.3822403,0,0,0,,
0.0163376,107.3909073,0,0,0,,
0.0163392,106.2684326,0,0,0,,
0.0163408,104.8970337,0,0,0,,
0.0163424,103.3419495,0,0,0,,
0.016344,101.6206741,0,0,0,,
0.0163456,99.82778931,0,0,0,,
0.0163472,97.95977783,0,0,0,,
0.0163488,96.04190063,0,0,0,,
0.0163504,94.11024475,0,0,0,,
0.016352,92.12696075,0,0,0,,
0.0163536,90.169487,0,0,0,,
0.0163552,88.21908569,0,0,0,,
0.0163568,87.04322052,0,0,0,,
0.0163584,87.59252167,0,0,0,,
0.01636,88.85820007,0,0,0,,
0.0163616,90.43768311,0,0,0,,
0.0163632,92.22932434,0,0,0,,
0.0163648,94.10493469,0,0,0,,
0.0163664,96.02192688,0,0,0,,
0.016368,97.93873596,0,0,0,,
0.0163696,99.84122467,0,0,0,,
0.0163712,101.7873917,0,0,0,,
0.0163728,103.6856384,0,0,0,,
0.0163744,105.5946655,0,0,0,,
0.016376,107.3528976,0,0,0,,
0.0163776,107.3788834,0,0,0,,
0.0163792,106.2972488,0,0,0,,
0.0163808,104.8897858,0,0,0,,
0.0163824,103.3582153,0,0,0,,
0.016384,101.6240311,0,0,0,,
0.0163856,99.82054138,0,0,0,,
0.0163872,97.95482635,0,0,0,,
0.0163888,96.04243469,0,0,0,,
0.0163904,94.10334778,0,0,0,,
0.016392,92.14640808,0,0,0,,
0.0163936,90.18132782,0,0,0,,
0.0163952,88.22597504,0,0,0,,
0.0163968,87.04693604,0,0,0,,
0.0163984,87.60189056,0,0,0,,
0.0164,88.8493576,0,0,0,,
0.0164016,90.45341492,0,0,0,,
0.0164032,92.22454834,0,0,0,,
0.0164048,94.11289215,0,0,0,,
0.0164064,96.00336456,0,0,0,,
0.016408,97.93679047,0,0,0,,
0.0164096,99.85095215,0,0,0,,
0.0164112,101.7849121,0,0,0,,
0.0164128,103.7013702,0,0,0,,
0.0164144,105.6020966,0,0,0,,
0.016416,107.360672,0,0,0,,
0.0164176,107.3900223,0,0,0,,
0.0164192,106.2640152,0,0,0,,
0.0164208,104.91436,0,0,0,,
0.0164224,103.3417664,0,0,0,,
0.016424,101.6509018,0,0,0,,
0.0164256,99.83486176,0,0,0,,
0.0164272,97.96242523,0,0,0,,
0.0164288,96.06824493,0,0,0,,
0.0164304,94.09379578,0,0,0,,
0.016432,92.12784576,0,0,0,,
0.0164336,90.16789246,0,0,0,,
0.0164352,88.22190857,0,0,0,,
0.0164368,87.03738403,0,0,0,,
0.0164384,87.61231995,0,0,0,,
0.01644,88.84617615,0,0,0,,
0.0164416,90.44475555,0,0,0,,
0.0164432,92.22242737,0,0,0,,
0.0164448,94.10404968,0,0,0,,
0.0164464,96.01502991,0,0,0,,
0.016448,97.93679047,0,0,0,,
0.0164496,99.86756897,0,0,0,,
0.0164512,101.7971115,0,0,0,,
0.0164528,103.7158661,0,0,0,,
0.0164544,105.600853,0,0,0,,
0.016456,107.3769379,0,0,0,,
0.0164576,107.4043427,0,0,0,,
0.0164592,106.2976074,0,0,0,,
0.0164608,104.9148941,0,0,0,,
0.0164624,103.3635178,0,0,0,,
0.016464,101.6436539,0,0,0,,
0.0164656,99.85024261,0,0,0,,
0.0164672,97.96472931,0,0,0,,
0.0164688,96.05799103,0,0,0,,
0.0164704,94.11431122,0,0,0,,
0.016472,92.17575836,0,0,0,,
0.0164736,90.15198517,0,0,0,,
0.0164752,88.22703552,0,0,0,,
0.0164768,87.05736542,0,0,0,,
0.0164784,87.60047913,0,0,0,,
0.01648,88.85801697,0,0,0,,
0.0164816,90.44935608,0,0,0,,
0.0164832,92.22808838,0,0,0,,
0.0164848,94.10723877,0,0,0,,
0.0164864,96.01467896,0,0,0,,
0.016488,97.94315338,0,0,0,,
0.0164896,99.86987305,0,0,0,,
0.0164912,101.803833,0,0,0,,
0.0164928,103.720993,0,0,0,,
0.0164944,105.6040421,0,0,0,,
0.016496,107.3861313,0,0,0,,
0.0164976,107.4154816,0,0,0,,
0.0164992,106.292305,0,0,0,,
0.0165008,104.9368134,0,0,0,,
0.0165024,103.3589172,0,0,0,,
0.016504,101.6390533,0,0,0,,
0.0165056,99.83115387,0,0,0,,
0.0165072,97.97621918,0,0,0,,
0.0165088,96.05834198,0,0,0,,
0.0165104,94.10352325,0,0,0,,
0.016512,92.12837219,0,0,0,,
0.0165136,90.17532349,0,0,0,,
0.0165152,88.23163605,0,0,0,,
0.0165168,87.06602478,0,0,0,,
0.0165184,87.61992645,0,0,0,,
0.01652,88.85413361,0,0,0,,
0.0165216,90.46773529,0,0,0,,
0.0165232,92.24329376,0,0,0,,
0.0165248,94.12014008,0,0,0,,
0.0165264,96.05197906,0,0,0,,
0.016528,97.94333649,0,0,0,,
0.0165296,99.87853241,0,0,0,,
0.0165312,101.8100204,0,0,0,,
0.0165328,103.7241745,0,0,0,,
0.0165344,105.6266708,0,0,0,,
0.016536,107.3909073,0,0,0,,
0.0165376,107.3969193,0,0,0,,
0.0165392,106.2778015,0,0,0,,
0.0165408,104.9228439,0,0,0,,
0.0165424,103.3596268,0,0,0,,
0.016544,101.6477203,0,0,0,,
0.0165456,99.85307312,0,0,0,,
0.0165472,97.96419525,0,0,0,,
0.0165488,96.06117249,0,0,0,,
0.0165504,94.11024475,0,0,0,,
0.016552,92.15737152,0,0,0,,
0.0165536,90.17567444,0,0,0,,
0.0165552,88.22898102,0,0,0,,
0.0165568,87.04728699,0,0,0,,
0.0165584,87.6052475,0,0,0,,
0.01656,88.85961151,0,0,0,,
0.0165616,90.44387054,0,0,0,,
0.0165632,92.22560883,0,0,0,,
0.0165648,94.12880707,0,0,0,,
0.0165664,96.02281189,0,0,0,,
0.016568,97.94156647,0,0,0,,
0.0165696,99.87411499,0,0,0,,
0.0165712,101.800827,0,0,0,,
0.0165728,103.7100372,0,0,0,,
0.0165744,105.6165924,0,0,0,,
0.016576,107.4068146,0,0,0,,
